,athlete_first_name,athlete_id,athlete_last_name,championship_number,country,distance,gender,location,mark_time,place
1158,Oksana,68076,Mernikova,4,BLR,1500,women,Stuttgart,258.93,15
1159,Hassiba,60203,Boulmerka,5,ALG,1500,women,Göteborg,242.42,1
1160,Kelly,67889,Holmes,5,GBR,1500,women,Göteborg,243.04,2
1161,Carla,61644,Sacramento,5,POR,1500,women,Göteborg,243.79,3
1162,Angela,60292,Chalmers,5,CAN,1500,women,Göteborg,244.74,4
1163,Lyudmila,60194,Borisova,5,RUS,1500,women,Göteborg,244.78,5
1164,Anna,75002,Brzezinska,5,POL,1500,women,Göteborg,245.65,6
1165,Ruth,62086,Wysocki,5,USA,1500,women,Göteborg,247.08,7
1166,Maite,62151,Zúñiga,5,ESP,1500,women,Göteborg,247.27,8
1167,Lyudmila,61612,Rogachova,5,RUS,1500,women,Göteborg,247.83,9
1168,Yvonne,68523,Mai-Graham,5,JAM,1500,women,Göteborg,248.01,10
1169,Margarita,135273,Marusova,5,RUS,1500,women,Göteborg,251.64,11
1170,Malgorzata,61642,Rydz,5,POL,1500,women,Göteborg,260.83,12
1171,Carla,61644,Sacramento,6,POR,1500,women,Athína,244.24,1
1172,Regina,60848,Jacobs,6,USA,1500,women,Athína,244.63,2
1173,Anita,110241,Weyermann,6,SUI,1500,women,Athína,244.7,3
1174,Maite,62151,Zúñiga,6,ESP,1500,women,Athína,244.8,4
1175,Leah,61478,Pells,6,CAN,1500,women,Athína,246.18,5
1176,Andrea,71258,Suldesová,6,CZE,1500,women,Athína,246.33,6
1177,Olga,61365,Nelyubova,6,RUS,1500,women,Athína,247.34,7
1178,Sonia,61397,O'Sullivan,6,IRL,1500,women,Athína,247.81,8
1179,Kutre,76249,Dulecha,6,ETH,1500,women,Athína,248.15,9
1180,Malin,60519,Ewerlöf-Krepp,6,SWE,1500,women,Athína,248.68,10
1181,Robyn,61227,Meagher,6,CAN,1500,women,Athína,250.83,11
1182,Malgorzata,61642,Rydz,6,POL,1500,women,Athína,253.25,12
1183,Svetlana,62743,Masterkova,7,RUS,1500,women,Sevilla,239.53,1
1184,Regina,60848,Jacobs,7,USA,1500,women,Sevilla,240.35,2
1185,Kutre,76249,Dulecha,7,ETH,1500,women,Sevilla,240.96,3
1186,Violeta,60138,Szekely,7,ROU,1500,women,Sevilla,240.98,4
1187,Carla,61644,Sacramento,7,POR,1500,women,Sevilla,241.29,5
1188,Elena,137544,Antoci,7,ROU,1500,women,Sevilla,244.27,6
1189,Anna,71089,JakubczakPawelec,7,POL,1500,women,Sevilla,244.4,7
1190,AnaAmelia,75069,Menéndez,7,ESP,1500,women,Sevilla,244.72,8
1191,Lidia,110286,Chojecka,7,POL,1500,women,Sevilla,245.55,9
1192,Marla,139492,Runyan,7,USA,1500,women,Sevilla,246.45,10
1193,Jackline,67989,Maranga,7,KEN,1500,women,Sevilla,247.28,11
1194,Anita,110241,Weyermann,7,SUI,1500,women,Sevilla,257.86,12
1195,Gabriela,62935,Szabo,8,ROU,1500,women,Edmonton,240.57,1
1196,Violeta,60138,Szekely,8,ROU,1500,women,Edmonton,241.7,2
1197,Natalya,131285,Gorelova,8,RUS,1500,women,Edmonton,242.4,3
1198,Carla,61644,Sacramento,8,POR,1500,women,Edmonton,243.96,4
1199,Lidia,110286,Chojecka,8,POL,1500,women,Edmonton,246.7,5
1200,Natalia,115638,Rodríguez,8,ESP,1500,women,Edmonton,247.1,6
1201,Alesia,137648,Turava,8,BLR,1500,women,Edmonton,247.25,7
1202,Süreyya,169765,Ayhan,8,TUR,1500,women,Edmonton,248.17,8
1203,Yuliya,133538,Kosenkova,8,RUS,1500,women,Edmonton,248.84,9
1204,Mardrea,115538,Hyman,8,JAM,1500,women,Edmonton,252.48,10
1205,Leah,61478,Pells,8,CAN,1500,women,Edmonton,255.34,11
1206,Nuria,75070,Fernández,8,ESP,1500,women,Edmonton,257.86,12
1207,Tatyana,131287,Tomashova,9,RUS,1500,women,Saint-Denis,238.52,1
1208,Süreyya,169765,Ayhan,9,TUR,1500,women,Saint-Denis,239.04,2
1209,Hayley,110275,Tullett,9,GBR,1500,women,Saint-Denis,239.95,3
1210,Yekaterina,193127,Rozenberg,9,RUS,1500,women,Saint-Denis,240.59,4
1211,Jackline,67989,Maranga,9,KEN,1500,women,Saint-Denis,241.64,5
1212,Naomi,81089,Mugo,9,KEN,1500,women,Saint-Denis,242.33,6
1213,Daniela,139964,Yordanova,9,BUL,1500,women,Saint-Denis,242.34,7
1214,Yelena,137887,Zadorozhnaya,9,RUS,1500,women,Saint-Denis,242.46,8
1215,Maria,172150,Cioncan,9,ROU,1500,women,Saint-Denis,242.8,9
1216,Joanne,130396,Pavey,9,GBR,1500,women,Saint-Denis,243.03,10
1217,Nelya,171250,Neporadna,9,UKR,1500,women,Saint-Denis,244.44,11
1218,Jolanda,115137,Batageli,9,SLO,1500,women,Saint-Denis,254.18,12
1219,Justin,176453,Gatlin,10,USA,200,men,Helsinki,20.04,1
1220,Wallace,199558,Spearmon,10,USA,200,men,Helsinki,20.2,2
1221,John,137076,Capel,10,USA,200,men,Helsinki,20.31,3
1222,Tyson,185464,Gay,10,USA,200,men,Helsinki,20.34,4
1223,Stéphane,131869,Buckland,10,MRI,200,men,Helsinki,20.41,5
1224,Patrick,130362,Johnson,10,AUS,200,men,Helsinki,20.58,6
1225,Tobias,134398,Unger,10,GER,200,men,Helsinki,20.81,7
1226,Usain,184599,Bolt,10,JAM,200,men,Helsinki,26.27,8
1227,Tyson,185464,Gay,11,USA,200,men,Osaka,19.76,1
1228,Usain,184599,Bolt,11,JAM,200,men,Osaka,19.91,2
1229,Wallace,199558,Spearmon,11,USA,200,men,Osaka,20.05,3
1230,Rodney,187498,Martin,11,USA,200,men,Osaka,20.06,4
1231,Churandy,170105,Martina,11,AHO,200,men,Osaka,20.28,5
1232,Marvin,177489,Anderson,11,JAM,200,men,Osaka,20.28,6
1233,Christopher,170513,Williams,11,JAM,200,men,Osaka,20.57,7
1234,Anastásios,134348,Goúsis,11,GRE,200,men,Osaka,20.75,8
1235,Usain,184599,Bolt,12,JAM,200,men,Berlin,19.19,1
1236,Alonso,228410,Edward,12,PAN,200,men,Berlin,19.81,2
1237,Wallace,199558,Spearmon,12,USA,200,men,Berlin,19.85,3
1238,Shawn,136061,Crawford,12,USA,200,men,Berlin,19.89,4
1239,Steve,177490,Mullings,12,JAM,200,men,Berlin,19.98,5
1240,Charles,204058,Clark,12,USA,200,men,Berlin,20.39,6
1241,Ramil,226874,Guliyev,12,AZE,200,men,Berlin,20.61,7
1242,David,190056,Alerte,12,FRA,200,men,Berlin,20.68,8
1243,Usain,184599,Bolt,13,JAM,200,men,Daegu,19.4,1
1244,Walter,195974,Dix,13,USA,200,men,Daegu,19.7,2
1245,Christophe,235477,Lemaitre,13,FRA,200,men,Daegu,19.8,3
1246,Jaysuma,190442,SaidyNdure,13,NOR,200,men,Daegu,19.95,4
1247,Nickel,227948,Ashmeade,13,JAM,200,men,Daegu,20.29,5
1248,Bruno,226764,deBarros,13,BRA,200,men,Daegu,20.31,6
1249,Rondel,241391,Sorrillo,13,TTO,200,men,Daegu,20.34,7
1250,Alonso,228410,Edward,13,PAN,200,men,Daegu,,8
1251,Usain,184599,Bolt,14,JAM,200,men,Moskva,19.66,1
1252,Warren,224247,Weir,14,JAM,200,men,Moskva,19.79,2
1253,Curtis,243044,Mitchell,14,USA,200,men,Moskva,20.04,3
1254,Nickel,227948,Ashmeade,14,JAM,200,men,Moskva,20.05,4
1255,Adam,264581,Gemili,14,GBR,200,men,Moskva,20.08,5
1256,Anaso,255164,Jobodwana,14,RSA,200,men,Moskva,20.14,6
1257,Churandy,170105,Martina,14,NED,200,men,Moskva,20.35,7
1258,Jaysuma,190442,SaidyNdure,14,NOR,200,men,Moskva,20.37,8
1259,Calvin,2696,Smith,1,USA,200,men,Helsinki,20.14,1
1260,Elliott,20704,Quow,1,USA,200,men,Helsinki,20.41,2
1261,Pietro,6512,Mennea,1,ITA,200,men,Helsinki,20.51,3
1262,Allan,9758,Wells,1,GBR,200,men,Helsinki,20.52,4
1263,Frank,795,Emmelmann,1,GDR,200,men,Helsinki,20.55,5
1264,Innocent,776,Egbunike,1,NGR,200,men,Helsinki,20.63,6
1265,Carlo,7901,Simionato,1,ITA,200,men,Helsinki,20.69,7
1266,JoaoBatista,20705,daSilva,1,BRA,200,men,Helsinki,20.8,8
1267,Calvin,2696,Smith,2,USA,200,men,Roma,20.16,1
1268,Gilles,2343,Quénéhervé,2,FRA,200,men,Roma,20.16,2
1269,John,2383,Regis,2,GBR,200,men,Roma,20.18,3
1270,Robson,601,daSilva,2,BRA,200,men,Roma,20.22,4
1271,Vladimir,1526,Krylov,2,URS,200,men,Roma,20.23,5
1272,Floyd,1124,Heard,2,USA,200,men,Roma,20.25,6
1273,Pierfrancesco,2217,Pavoni,2,ITA,200,men,Roma,20.45,7
1274,Atlee,1696,Mahorn,2,CAN,200,men,Roma,20.78,8
1275,Michael,1308,Johnson,3,USA,200,men,Tokyo,20.01,1
1276,Frank,3720,Fredericks,3,NAM,200,men,Tokyo,20.34,2
1277,Atlee,1696,Mahorn,3,CAN,200,men,Tokyo,20.49,3
1278,Robson,601,daSilva,3,BRA,200,men,Tokyo,20.49,4
1279,Olapade,23,Adeniken,3,NGR,200,men,Tokyo,20.51,5
1280,Jean-Charles,2942,Trouabal,3,FRA,200,men,Tokyo,20.58,6
1281,Nikolay,86,Antonov,3,BUL,200,men,Tokyo,20.59,7
1282,Aleksandr,4086,Sokolov,3,URS,200,men,Tokyo,20.78,8
1283,Frank,3720,Fredericks,4,NAM,200,men,Stuttgart,19.85,1
1284,John,2383,Regis,4,GBR,200,men,Stuttgart,19.94,2
1285,Carl,1622,Lewis,4,USA,200,men,Stuttgart,19.99,3
1286,Michael,1751,Marsh,4,USA,200,men,Stuttgart,20.18,4
1287,Dean,4105,Capobianco,4,AUS,200,men,Stuttgart,20.18,5
1288,Jean-Charles,2942,Trouabal,4,FRA,200,men,Stuttgart,20.2,6
1289,Emmanuel,2951,Tuffour,4,GHA,200,men,Stuttgart,20.49,7
1290,Damien,8938,Marsh,4,AUS,200,men,Stuttgart,20.56,8
1291,Michael,1308,Johnson,5,USA,200,men,Göteborg,19.79,1
1292,Frank,3720,Fredericks,5,NAM,200,men,Göteborg,20.12,2
1293,Jeff,3125,Williams,5,USA,200,men,Göteborg,20.18,3
1294,Robson,601,daSilva,5,BRA,200,men,Göteborg,20.21,4
1295,Claudinei,20664,daSilva,5,BRA,200,men,Göteborg,20.4,5
1296,Geir,8948,Moen,5,NOR,200,men,Göteborg,20.51,6
1297,John,2383,Regis,5,GBR,200,men,Göteborg,20.67,7
1298,Iván,8763,García,5,CUB,200,men,Göteborg,20.77,8
1299,Ato,9066,Boldon,6,TTO,200,men,Athína,20.04,1
1300,Frank,3720,Fredericks,6,NAM,200,men,Athína,20.23,2
1301,Claudinei,20664,daSilva,6,BRA,200,men,Athína,20.26,3
1302,Iván,8763,García,6,CUB,200,men,Athína,20.31,4
1303,Yeóryios,9246,Panayiotópoulos,6,GRE,200,men,Athína,20.32,5
1304,Obadele,9873,Thompson,6,BAR,200,men,Athína,20.37,6
1305,Jon,745,Drummond,6,USA,200,men,Athína,20.44,7
1306,Patrick,2762,Stevens,6,BEL,200,men,Athína,20.44,8
1307,Maurice,15044,Greene,7,USA,200,men,Sevilla,19.9,1
1308,Claudinei,20664,daSilva,7,BRA,200,men,Sevilla,20.0,2
1309,Francis,50109,Obikwelu,7,NGR,200,men,Sevilla,20.11,3
1310,Obadele,9873,Thompson,7,BAR,200,men,Sevilla,20.23,4
1311,Marcin,137274,Urbas,7,POL,200,men,Sevilla,20.3,5
1312,Kevin,1638,Little,7,USA,200,men,Sevilla,20.37,6
1313,Julian,20503,Golding,7,GBR,200,men,Sevilla,20.48,7
1314,Frank,3720,Fredericks,7,NAM,200,men,Sevilla,,8
1315,Konstadínos,8950,Kedéris,8,GRE,200,men,Edmonton,20.04,1
1316,Christopher,170513,Williams,8,JAM,200,men,Edmonton,20.2,2
1317,Kim,20646,Collins,8,SKN,200,men,Edmonton,20.2,3
1318,Shawn,136061,Crawford,8,USA,200,men,Edmonton,20.2,4
1319,Christian,135175,Malcolm,8,GBR,200,men,Edmonton,20.22,5
1320,Stéphane,131869,Buckland,8,MRI,200,men,Edmonton,20.24,6
1321,Kevin,1638,Little,8,USA,200,men,Edmonton,20.25,7
1322,Marlon,21137,Devonish,8,GBR,200,men,Edmonton,20.38,8
1323,John,137076,Capel,9,USA,200,men,Saint-Denis,20.3,1
1324,Darvis,137055,Patton,9,USA,200,men,Saint-Denis,20.31,2
1325,Shingo,173192,Suetsugu,9,JPN,200,men,Saint-Denis,20.38,3
1326,Darren,9344,Campbell,9,GBR,200,men,Saint-Denis,20.39,4
1327,Stéphane,131869,Buckland,9,MRI,200,men,Saint-Denis,20.41,5
1328,JoshuaJ.,176201,Johnson,9,USA,200,men,Saint-Denis,20.47,6
1329,Frank,3720,Fredericks,9,NAM,200,men,Saint-Denis,20.47,7
1330,Uchenna,177331,Emedolu,9,NGR,200,men,Saint-Denis,20.62,8
1331,Allyson,182528,Felix,10,USA,200,women,Helsinki,22.16,1
1332,Rachelle,175519,Boone-Smith,10,USA,200,women,Helsinki,22.31,2
1333,Christine,70454,Arron,10,FRA,200,women,Helsinki,22.31,3
1334,Veronica,134999,Campbell-Brown,10,JAM,200,women,Helsinki,22.38,4
1335,LaTasha,132240,Colander,10,USA,200,women,Helsinki,22.66,5
1336,Yulia,187560,Gushchina,10,RUS,200,women,Helsinki,22.75,6
1337,Kim,110255,Gevaert,10,BEL,200,women,Helsinki,22.86,7
1338,Cydonie,68063,Mothersille,10,CAY,200,women,Helsinki,23.0,8
1339,Allyson,182528,Felix,11,USA,200,women,Osaka,21.81,1
1340,Veronica,134999,Campbell-Brown,11,JAM,200,women,Osaka,22.34,2
1341,Susanthika,76012,Jayasinghe,11,SRI,200,women,Osaka,22.63,3
1342,Torri,136060,Edwards,11,USA,200,women,Osaka,22.65,4
1343,Sanya,186339,Richards-Ross,11,USA,200,women,Osaka,22.7,5
1344,Aleen,170512,Bailey,11,JAM,200,women,Osaka,22.72,6
1345,LaShauntea,171000,Moore,11,USA,200,women,Osaka,22.97,7
1346,Cydonie,68063,Mothersille,11,CAY,200,women,Osaka,23.08,8
1347,Allyson,182528,Felix,12,USA,200,women,Berlin,22.02,1
1348,Veronica,134999,Campbell-Brown,12,JAM,200,women,Berlin,22.35,2
1349,Debbie,68269,Ferguson-McKenzie,12,BAH,200,women,Berlin,22.41,3
1350,Muna,176852,Lee,12,USA,200,women,Berlin,22.48,4
1351,Anneisha,179854,McLaughlin,12,JAM,200,women,Berlin,22.62,5
1352,Simone,182412,Facey,12,JAM,200,women,Berlin,22.8,6
1353,Emily,181150,Freeman,12,GBR,200,women,Berlin,22.98,7
1354,Eleni,184438,Artymata,12,CYP,200,women,Berlin,23.05,8
1355,Veronica,134999,Campbell-Brown,13,JAM,200,women,Daegu,22.22,1
1356,Carmelita,189546,Jeter,13,USA,200,women,Daegu,22.37,2
1357,Allyson,182528,Felix,13,USA,200,women,Daegu,22.42,3
1358,Shalonda,186337,Solomon,13,USA,200,women,Daegu,22.61,4
1359,Kerron,179849,Stewart,13,JAM,200,women,Daegu,22.7,5
1360,Debbie,68269,Ferguson-McKenzie,13,BAH,200,women,Daegu,22.96,6
1361,Khrystyna,239404,Stuy,13,UKR,200,women,Daegu,23.02,7
1362,Sherone,190293,Simpson,13,JAM,200,women,Daegu,23.17,8
1363,Shelly-Ann,198930,Fraser-Pryce,14,JAM,200,women,Moskva,22.17,1
1364,Murielle,224635,Ahoure,14,CIV,200,women,Moskva,22.32,2
1365,Blessing,227190,Okagbare,14,NGR,200,women,Moskva,22.32,3
1366,Shaunae,252633,Miller,14,BAH,200,women,Moskva,22.74,4
1367,Jeneba,206705,Tarmoh,14,USA,200,women,Moskva,22.78,5
1368,ChaRonda,240275,Williams,14,USA,200,women,Moskva,22.81,6
1369,Mariya,237060,Ryemyen,14,UKR,200,women,Moskva,22.84,7
1370,Allyson,182528,Felix,14,USA,200,women,Moskva,,8
1371,Marita,80703,Koch,1,GDR,200,women,Helsinki,22.13,1
1372,Merlene,61432,Ottey,1,JAM,200,women,Helsinki,22.19,2
1373,Kathy,63875,Smallwood-Cook,1,GBR,200,women,Helsinki,22.37,3
1374,Florence,60674,Griffith-Joyner,1,USA,200,women,Helsinki,22.46,4
1375,Grace,60844,Jackson,1,JAM,200,women,Helsinki,22.63,5
1376,Anelia,64540,Nuneva,1,BUL,200,women,Helsinki,22.68,6
1377,Angela,60100,Bailey,1,CAN,200,women,Helsinki,22.93,7
1378,Ewa,60901,Kasprzyk,1,POL,200,women,Helsinki,23.03,8
1379,Silke,80761,Gladisch-Möller,2,GDR,200,women,Roma,21.74,1
1380,Florence,60674,Griffith-Joyner,2,USA,200,women,Roma,21.96,2
1381,Merlene,61432,Ottey,2,JAM,200,women,Roma,22.06,3
1382,Pam,61173,Marshall,2,USA,200,women,Roma,22.18,4
1383,Gwen,61921,Torrence,2,USA,200,women,Roma,22.4,5
1384,Mary,61419,Onyali-Omagbemi,2,NGR,200,women,Roma,22.52,6
1385,Ewa,60901,Kasprzyk,2,POL,200,women,Roma,22.52,7
1386,Nadezhda,60629,Georgieva,2,BUL,200,women,Roma,22.55,8
1387,Katrin,60999,Krabbe,3,GER,200,women,Tokyo,22.09,1
1388,Gwen,61921,Torrence,3,USA,200,women,Tokyo,22.16,2
1389,Merlene,61432,Ottey,3,JAM,200,women,Tokyo,22.21,3
1390,Irina,62916,Privalova,3,URS,200,women,Tokyo,22.28,4
1391,Galina,61153,Malchugina,3,URS,200,women,Tokyo,22.66,5
1392,Dannette,62121,Young-Stone,3,USA,200,women,Tokyo,22.87,6
1393,Pauline,60399,Davis-Thompson,3,BAH,200,women,Tokyo,22.9,7
1394,Yelena,61998,Vinogradova,3,URS,200,women,Tokyo,23.1,8
1395,Merlene,61432,Ottey,4,JAM,200,women,Stuttgart,21.98,1
1396,Gwen,61921,Torrence,4,USA,200,women,Stuttgart,22.0,2
1397,Irina,62916,Privalova,4,RUS,200,women,Stuttgart,22.13,3
1398,Marie-José,63353,Pérec,4,FRA,200,women,Stuttgart,22.2,4
1399,Mary,61419,Onyali-Omagbemi,4,NGR,200,women,Stuttgart,22.32,5
1400,Natalya,62009,Pomoshchnikova-Voronova,4,RUS,200,women,Stuttgart,22.5,6
1401,Galina,61153,Malchugina,4,RUS,200,women,Stuttgart,22.5,7
1402,Dannette,62121,Young-Stone,4,USA,200,women,Stuttgart,23.04,8
1403,Merlene,61432,Ottey,5,JAM,200,women,Göteborg,22.12,1
1404,Irina,62916,Privalova,5,RUS,200,women,Göteborg,22.12,2
1405,Galina,61153,Malchugina,5,RUS,200,women,Göteborg,22.37,3
1406,Melanie,67899,Paschke,5,GER,200,women,Göteborg,22.6,4
1407,Silke-Beate,60955,Knoll,5,GER,200,women,Göteborg,22.66,5
1408,Mary,61419,Onyali-Omagbemi,5,NGR,200,women,Göteborg,22.71,6
1409,Marina,67917,Trandenkova,5,RUS,200,women,Göteborg,22.84,7
1410,Gwen,61921,Torrence,5,USA,200,women,Göteborg,,8
1411,Zhanna,62719,Block,6,UKR,200,women,Athína,22.32,1
1412,Susanthika,76012,Jayasinghe,6,SRI,200,women,Athína,22.39,2
1413,Merlene,61432,Ottey,6,JAM,200,women,Athína,22.4,3
1414,Yekaterina,68327,Leshcheva-Grigoryeva,6,RUS,200,women,Athína,22.5,4
1415,Inger,63305,Miller,6,USA,200,women,Athína,22.52,5
1416,Marina,67917,Trandenkova,6,RUS,200,women,Athína,22.65,6
1417,Melinda,60602,Gainsford-Taylor,6,AUS,200,women,Athína,22.73,7
1418,Sylviane,110173,Félix,6,FRA,200,women,Athína,22.81,8
1419,Inger,63305,Miller,7,USA,200,women,Sevilla,21.77,1
1420,Beverly,63292,McDonald,7,JAM,200,women,Sevilla,22.22,2
1421,Merlene,67084,Frazer,7,JAM,200,women,Sevilla,22.26,3
1422,Andrea,62505,Philipp,7,GER,200,women,Sevilla,22.26,4
1423,Debbie,68269,Ferguson-McKenzie,7,BAH,200,women,Sevilla,22.28,5
1424,Fatima,62127,Yusuf,7,NGR,200,women,Sevilla,22.42,6
1425,Lauren,110257,Hewitt,7,AUS,200,women,Sevilla,22.53,7
1426,Juliet,63019,Campbell,7,JAM,200,women,Sevilla,22.64,8
1427,Debbie,68269,Ferguson-McKenzie,8,BAH,200,women,Edmonton,22.52,1
1428,LaTasha,137442,Jenkins,8,USA,200,women,Edmonton,22.85,2
1429,Cydonie,68063,Mothersille,8,CAY,200,women,Edmonton,22.88,3
1430,Juliet,63019,Campbell,8,JAM,200,women,Edmonton,22.99,4
1431,Alenka,110244,Bikar,8,SLO,200,women,Edmonton,23.0,5
1432,MyriamLéonie,80117,Mani,8,CMR,200,women,Edmonton,23.15,6
1433,Marion,62739,Jones,8,USA,200,women,Edmonton,,7
1434,Kelli,135259,White,8,USA,200,women,Edmonton,,8
1435,Anastasiya,173730,Kapachinskaya,9,RUS,200,women,Saint-Denis,22.38,1
1436,Torri,136060,Edwards,9,USA,200,women,Saint-Denis,22.47,2
1437,Muriel,134645,Hurtis,9,FRA,200,women,Saint-Denis,22.59,3
1438,Beverly,63292,McDonald,9,JAM,200,women,Saint-Denis,22.95,4
1439,Natallia,110325,Safronnikava,9,BLR,200,women,Saint-Denis,22.98,5
1440,Anzhela,68299,Kravchenko,9,UKR,200,women,Saint-Denis,23.0,6
1441,Kelli,135259,White,9,USA,200,women,Saint-Denis,,7
1442,Zhanna,62719,Block,9,UKR,200,women,Saint-Denis,,8
1443,Mary,61747,Slaney,1,USA,3000,women,Helsinki,514.62,1
1444,Brigitte,80721,Kraus,1,FRG,3000,women,Helsinki,515.11,2
1445,Tatyana,64210,Kazankina,1,URS,3000,women,Helsinki,515.13,3
1446,Svetlana,68509,Ulmasova,1,URS,3000,women,Helsinki,515.55,4
1447,Wendy,61751,Sly,1,GBR,3000,women,Helsinki,517.06,5
1448,Agnese,61531,Possamai,1,ITA,3000,women,Helsinki,517.96,6
1449,Jane,61711,Furniss-Shields,1,GBR,3000,women,Helsinki,525.69,7
1450,Natalya,60076,Artyomova,1,URS,3000,women,Helsinki,527.98,8
1451,Aurora,60373,Cunha,1,POR,3000,women,Helsinki,530.2,9
1452,Lynn,62068,Kanuka-Williams,1,CAN,3000,women,Helsinki,530.2,10
1453,Cornelia,60241,Bürki,1,SUI,3000,women,Helsinki,533.85,11
1454,Eva,65474,Ernström,1,SWE,3000,women,Helsinki,537.59,12
1455,Christine,65192,Tranter-Benning,1,GBR,3000,women,Helsinki,538.01,13
1456,Lorraine,66069,Moller,1,NZL,3000,women,Helsinki,542.19,14
1457,Alison,62062,Wiley,1,CAN,3000,women,Helsinki,555.35,15
1458,Tatyana,61655,Samolenko-Dorovskikh,2,URS,3000,women,Roma,518.73,1
1459,Maricica,61549,Puica,2,ROU,3000,women,Roma,519.45,2
1460,Ulrike,80774,Bruns,2,GDR,3000,women,Roma,520.3,3
1461,Cornelia,60241,Bürki,2,SUI,3000,women,Roma,520.31,4
1462,Yelena,61617,Romanova,2,URS,3000,women,Roma,521.33,5
1463,Elly,61970,vanHulst,2,NED,3000,women,Roma,522.56,6
1464,Yvonne,61329,Murray,2,GBR,3000,women,Roma,523.94,7
1465,Wendy,61751,Sly,2,GBR,3000,women,Roma,525.85,8
1466,Lynn,62068,Kanuka-Williams,2,CAN,3000,women,Roma,529.91,9
1467,Mary,60954,Knisely,2,USA,3000,women,Roma,530.99,10
1468,Vera,61252,Michallek,2,FRG,3000,women,Roma,535.16,11
1469,Christine,65192,Tranter-Benning,2,GBR,3000,women,Roma,537.92,12
1470,Debbie,60205,Scott-Bowker,2,CAN,3000,women,Roma,538.63,13
1471,Marie-Pierre,60477,Duros,2,FRA,3000,women,Roma,554.61,14
1472,Olga,60187,Bondarenko,2,URS,3000,women,Roma,,15
1473,Tatyana,61655,Samolenko-Dorovskikh,3,URS,3000,women,Tokyo,515.82,1
1474,Yelena,61617,Romanova,3,URS,3000,women,Tokyo,516.06,2
1475,Susan,61741,Sirma,3,KEN,3000,women,Tokyo,519.41,3
1476,Päivi,61902,Tikkanen,3,FIN,3000,women,Tokyo,521.3,4
1477,Margareta,60920,Keszeg,3,ROU,3000,women,Tokyo,522.02,5
1478,Roberta,60235,Brunet,3,ITA,3000,women,Tokyo,522.64,6
1479,Judi,66338,St.Hilaire,3,USA,3000,women,Tokyo,524.02,7
1480,Annette,61491,Peters,3,USA,3000,women,Tokyo,524.02,8
1481,Gitte,60900,Karlshøj,3,DEN,3000,women,Tokyo,524.35,9
1482,Yvonne,61329,Murray,3,GBR,3000,women,Tokyo,524.52,10
1483,Alison,62084,Wyeth,3,GBR,3000,women,Tokyo,524.73,11
1484,Pauline,60979,Konga,3,KEN,3000,women,Tokyo,526.66,12
1485,Lyudmila,60194,Borisova,3,URS,3000,women,Tokyo,531.49,13
1486,Shelly,61801,Steely,3,USA,3000,women,Tokyo,533.7,14
1487,Marie-Pierre,60477,Duros,3,FRA,3000,women,Tokyo,548.31,15
1488,Yunxia,63389,Qu,4,CHN,3000,women,Stuttgart,508.71,1
1489,Linli,67861,Zhang,4,CHN,3000,women,Stuttgart,509.25,2
1490,Lirong,67862,Zhang,4,CHN,3000,women,Stuttgart,511.95,3
1491,Sonia,61397,O'Sullivan,4,IRL,3000,women,Stuttgart,513.38,4
1492,Alison,62084,Wyeth,4,GBR,3000,women,Stuttgart,518.42,5
1493,Yelena,61617,Romanova,4,RUS,3000,women,Stuttgart,519.69,6
1494,Paula,62914,Radcliffe,4,GBR,3000,women,Stuttgart,520.4,7
1495,Lyudmila,60194,Borisova,4,RUS,3000,women,Stuttgart,520.78,8
1496,Yvonne,61329,Murray,4,GBR,3000,women,Stuttgart,523.46,9
1497,Annette,61491,Peters,4,USA,3000,women,Stuttgart,525.56,10
1498,Ebru,68053,Kavaklioglu,4,RUS,3000,women,Stuttgart,530.49,11
1499,Claudia,60191,Lokar,4,GER,3000,women,Stuttgart,531.35,12
1500,Annemari,67856,Sandell-Hyrvärinen,4,FIN,3000,women,Stuttgart,533.58,13
1501,Luminita,66785,Zaituc,4,ROU,3000,women,Stuttgart,541.38,14
1502,Esther,60938,Kiplagat,4,KEN,3000,women,Stuttgart,547.05,15
1503,Jeremy,189309,Wariner,10,USA,400,men,Helsinki,43.93,1
1504,Andrew,188150,Rock,10,USA,400,men,Helsinki,44.35,2
1505,Tyler,189538,Christopher,10,CAN,400,men,Helsinki,44.44,3
1506,Chris,171732,Brown,10,BAH,400,men,Helsinki,44.48,4
1507,Timothy,134989,Benjamin,10,GBR,400,men,Helsinki,44.93,5
1508,Brandon,177499,Simpson,10,JAM,400,men,Helsinki,45.01,6
1509,Darold,185144,Williamson,10,USA,400,men,Helsinki,45.12,7
1510,John,194511,Steffensen,10,AUS,400,men,Helsinki,45.46,8
1511,Jeremy,189309,Wariner,11,USA,400,men,Osaka,43.45,1
1512,LaShawn,199606,Merritt,11,USA,400,men,Osaka,43.96,2
1513,Angelo,132489,Taylor,11,USA,400,men,Osaka,44.32,3
1514,Chris,171732,Brown,11,BAH,400,men,Osaka,44.45,4
1515,Leslie,134604,Djhone,11,FRA,400,men,Osaka,44.59,5
1516,Tyler,189538,Christopher,11,CAN,400,men,Osaka,44.71,6
1517,Johan,174393,Wissman,11,SWE,400,men,Osaka,44.72,7
1518,Avard,138052,Moncur,11,BAH,400,men,Osaka,45.4,8
1519,LaShawn,199606,Merritt,12,USA,400,men,Berlin,44.06,1
